,ID,TERMS (PT-NPT),RELATIONS,PT,MT,code,domain_code,domain
12848,6360,participating country,,,2406 monetary relations,2406,24,24 finance
12849,2264,participating interest,USE,shareholding,4006 business organisation,4006,40,40 business and competition
12850,2265,participation of women,,,2826 social affairs,2826,28,28 social questions
12851,8423,participative democracy,USE,participatory democracy,0406 political framework,0406,04,04 politics
12852,8423,participatory democracy,,,0406 political framework,0406,04,04 politics
12853,c_39d242fc,participatory financing,USE,crowdfunding,2426 financing and investment,2426,24,24 finance
12854,4422,particle accelerators,USE,nuclear technology,6621 electrical and nuclear industries,6621,66,6621 electrical and nuclear industries
12855,3884,particle board,USE,bonded wood,6836 wood industry,6836,68,68 industry
12856,3007,partly nationalised undertaking,,,4016 legal form of organisations,4016,40,40 business and competition
12857,3007,partly nationalized undertaking,USE,partly nationalised undertaking,4016 legal form of organisations,4016,40,40 business and competition
12858,3121,partner,USE,company member,4006 business organisation,4006,40,40 business and competition
12859,4199,partnership,,,4016 legal form of organisations,4016,40,40 business and competition
12860,7343,party conference,USE,party congress,0411 political party,0411,04,04 politics
12861,7343,party congress,,,0411 political party,0411,04,04 politics
12862,1011,party financing,,,0411 political party,0411,04,04 politics
12863,7375,party holding the balance of power,USE,hinge party,0431 politics and public safety,0431,04,04 politics
12864,2180,party organisation,,,0411 political party,0411,04,04 politics
12865,2180,party organization,USE,party organisation,0411 political party,0411,04,04 politics
12866,3964,party split,USE,political split,0411 political party,0411,04,04 politics
12867,4754,passage of a bill,,,0426 parliamentary proceedings,0426,04,04 politics
12868,4438,passenger aircraft,USE,aircraft,4826 air and space transport,4826,48,48 transport
12869,4033,passenger protection,USE,transport safety,4806 transport policy,4806,48,48 transport
12870,c_a02c420c,passenger rights,,,4806 transport policy,4806,48,48 transport
12871,4386,passenger tariff,,,4806 transport policy,4806,48,48 transport
12872,4511,passenger traffic,USE,carriage of passengers,4811 organisation of transport,4811,48,48 transport
12873,3614,passenger transit,USE,transit,4811 organisation of transport,4811,48,48 transport
12874,2271,passport,,,1231 international law,1231,12,12 law
12875,2272,passport union,USE,European passport,1231 international law,1231,12,12 law
12876,2274,pasta,,,6026 foodstuff,6026,60,60 agri-foodstuffs
12877,2273,pasteurisation,,,6036 food technology,6036,60,60 agri-foodstuffs
12878,1575,pasteurised milk,,,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
12879,2273,pasteurization,USE,pasteurisation,6036 food technology,6036,60,60 agri-foodstuffs
12880,1575,pasteurized milk,USE,pasteurised milk,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
12881,2749,pastry product,USE,confectionery product,6026 foodstuff,6026,60,60 agri-foodstuffs
12882,2277,pastry-making,,,6031 agri-foodstuffs,6031,60,60 agri-foodstuffs
12883,4338,pasture,USE,grassland,5621 cultivation of agricultural land,5621,56,"56 agriculture, forestry and fisheries"
12884,721,pasture fattening,,,5631 agricultural activity,5631,56,"56 agriculture, forestry and fisheries"
12885,5042,patent,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12886,5042,patent for invention,USE,patent,6416 research and intellectual property,6416,64,"64 production, technology and research"
12887,5386,patent hard-coal fuel,USE,coal,6611 coal and mining industries,6611,66,6611 coal and mining industries
12888,550,patent law,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12889,1640,patents licence,,,6416 research and intellectual property,6416,64,"64 production, technology and research"
12890,6924,paternity leave,,,2836 social protection,2836,28,28 social questions
12891,442958,pathological gambling,USE,gambling addiction,2826 social affairs,2826,28,28 social questions
12892,3370,patient dignity,USE,patient's rights,2841 health,2841,28,28 social questions
12893,c_60d3928d,patient safety,,,2841 health,2841,28,28 social questions
12894,3370,patient's rights,,,2841 health,2841,28,28 social questions
12895,7416,patriotic movement,,,0431 politics and public safety,0431,04,04 politics
12896,7416,patriotism,USE,patriotic movement,0431 politics and public safety,0431,04,04 politics
12897,4089,patronage,,,2831 culture and religion,2831,28,28 social questions
12898,2280,pauperisation,,,1626 national accounts,1626,16,16 economics
12899,2280,pauperization,USE,pauperisation,1626 national accounts,1626,16,16 economics
12900,3843,pay,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12901,3555,pay cut,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12902,3553,pay freeze,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12903,2491,pay policy,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12904,3653,pay rise,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12905,625,pay scale,,,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12906,3021,pay television,,,3226 communications,3226,32,32 education and communications
12907,4131,payable service,,,2026 consumption,2026,20,20 trade
12908,5391,payload,,,4811 organisation of transport,4811,48,48 transport
12909,2216,payment,,,4026 accounting,4026,40,40 business and competition
12910,c_e749c083,payment and settlement system,USE,payment system,2421 free movement of capital,2421,24,24 finance
12911,296,payment appropriation,,,2441 budget,2441,24,24 finance
12912,3845,payment at piece rates,USE,piece work pay,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12913,3845,payment by results,USE,piece work pay,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12914,1971,payment card,USE,electronic money,2411 monetary economics,2411,24,24 finance
12915,2217,payment on account,USE,advance payment,4026 accounting,4026,40,40 business and competition
12916,c_e749c083,payment system,,,2421 free movement of capital,2421,24,24 finance
12917,279,payroll cost,USE,wage cost,4026 accounting,4026,40,40 business and competition
12918,1609,pea,USE,leguminous vegetable,6006 plant product,6006,60,60 agri-foodstuffs
12919,6722,peace,,,0816 international security,0816,08,08 international relations
12920,3056,peace movement,USE,pacifism,0431 politics and public safety,0431,04,04 politics
12921,3112,peace negotiations,USE,settlement of disputes,0816 international security,0816,08,08 international relations
12922,6117,peace process,USE,establishment of peace,0816 international security,0816,08,08 international relations
12923,3510,peace zone,,,0816 international security,0816,08,08 international relations
12924,6117,peacebuilding,USE,establishment of peace,0816 international security,0816,08,08 international relations
12925,6024,peaceful co-existence,,,0816 international security,0816,08,08 international relations
12926,4631,peaceful use of energy,,,6606 energy policy,6606,66,6606 energy policy
12927,4001,peaceful use of outer space,USE,use of outer space,1231 international law,1231,12,12 law
12928,1743,peacekeeping,,,0816 international security,0816,08,08 international relations
12929,1117,peach,USE,stone fruit,6006 plant product,6006,60,60 agri-foodstuffs
12930,1118,pear,USE,pip fruit,6006 plant product,6006,60,60 agri-foodstuffs
12931,6001,peasant class,,,2821 social framework,2821,28,28 social questions
12932,4469,peat,,,6606 energy policy,6606,66,6606 energy policy
12933,1549,pecuniary sanction,USE,fine,1216 criminal law,1216,12,12 law
12934,2196,pedagogical guidance,USE,educational guidance,3216 organisation of teaching,3216,32,32 education and communications
12935,1071,pedagogical training,USE,teacher training,3211 teaching,3211,32,32 education and communications
12936,3683,pedagogy,USE,teaching method,3206 education,3206,32,32 education and communications
12937,6854,pedestrian,,,4816 land transport,4816,48,48 transport
12938,4799,pedestrian street,USE,pedestrian zone,2846 construction and town planning,2846,28,28 social questions
12939,4799,pedestrian zone,,,2846 construction and town planning,2846,28,28 social questions
12940,3931,pedology,USE,soil science,3606 natural and applied sciences,3606,36,36 science
12941,c_68ddcc11,peer-to-peer economy,USE,collaborative economy,1621 economic structure,1621,16,16 economics
12942,5497,penal code,,,1206 sources and branches of the law,1206,12,12 law
12943,877,penal institution,,,1216 criminal law,1216,12,12 law
12944,3878,penalty,,,1216 criminal law,1216,12,12 law
12945,2325,penalty points driving licence,USE,driving licence,4806 transport policy,4806,48,48 transport
12946,2809,pending proposal,USE,proposal (EU),1011 European Union law,1011,10,1011 european union law
12947,877,penitentiary,USE,penal institution,1216 criminal law,1216,12,12 law
12948,2353,penitentiary staff,,,1216 criminal law,1216,12,12 law
12949,c_dd52c1e9,pension fund,,,2416 financial institutions and credit,2416,24,24 finance
12950,3751,pension plan,USE,pension scheme,2836 social protection,2836,28,28 social questions
12951,3751,pension scheme,,,2836 social protection,2836,28,28 social questions
12952,3623,pensioner,USE,retired person,4406 employment,4406,44,44 employment and working conditions
12953,4813,people's bank,,,2416 financial institutions and credit,2416,24,24 finance
12954,382,people's democracy,,,0406 political framework,0406,04,04 politics
12955,3990,people's jury,USE,lay magistrate,1226 organisation of the legal system,1226,12,12 law
12956,5174,people's university,USE,open university,3211 teaching,3211,32,32 education and communications
12957,2433,per axle weight,USE,weight and size,4811 organisation of transport,4811,48,48 transport
12958,147,per capita consumption,,,2026 consumption,2026,20,20 trade
12959,3328,per capita distribution,,,1626 national accounts,1626,16,16 economics
12960,755,per hectare aid,USE,aid per hectare,5606 agricultural policy,5606,56,"56 agriculture, forestry and fisheries"
12961,3688,percentage of profits,USE,income in addition to normal pay,4421 personnel management and staff remuneration,4421,44,44 employment and working conditions
12962,3045,percentage of votes,USE,distribution of votes,0416 electoral procedure and voting,0416,04,04 politics
12963,599,percolation water,,,5211 natural environment,5211,52,52 environment
12964,325,perennial crop,USE,permanent crop,5621 cultivation of agricultural land,5621,56,"56 agriculture, forestry and fisheries"
